id,title,place,description,siteUrl,favoritesCount,commentsCount,publicationDate,rating
51182,"Мобильные пункты вакцинации от гриппа открылись в Петербурге","null","Их можно найти у станций подземки и в торговых центрах.",https://kudago.com/spb/news/mobilnyie-punktyi-vaktsinatsii-ot-grippa-v-peterburge/,0,0,1724839605,0.5
51180,"Победить с помощью воображения: рецензия на мультфильм «Гиганты Ла-Манша»","null","Новинка для детей и в целом для семейного похода в кино — мультфильм с отсылками к великому «Дон Кихоту» Сервантеса от режиссёра Гонсало Гутьерреса. В российском дубляже главные роли озвучили стендап-комик Никита Шевчук и певица Instasamka. В остальном же анимация почти что ничем не примечательна. Впрочем, сама история не лишена обаяния. Подробнее читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про кино.",https://kudago.com/all/news/retsenziya-na-multfilm-gigantyi/,0,0,1724832231,0.5
51178,"Анимационный сиквел «Все ненавидят Криса» выйдет в сентябре","null","Премьера мультсериала состоится в конце месяца.",https://kudago.com/all/news/sikvel-sitkoma-vse-nenavidyat/,0,0,1724829129,0.5
51177,"В Петербурге недовольны высокими ценами на «Сапсаны»","null","Особое обращение отправят в госсовет по туризму.",https://kudago.com/all/news/peterburgskie-chinovniki-i/,0,0,1724773213,0.5
51175,"Набережные в центре Петербурга объединят в единое пешеходное пространство","null","Появятся новые выходы к воде.",https://kudago.com/spb/news/naberezhnyie-v-tsentre-peterburga/,0,0,1724772979,0.5
51174,"Новое гастропространство появится в Невском районе Петербурга","null","Оно откроется в 2025 году.",https://kudago.com/spb/news/gastroprostranstvo-v-nevskom-rajone/,0,0,1724771014,0.5
51172,"Oasis объявили о воссоединении","null","На следующий год запланирован концертный тур.",https://kudago.com/all/news/oasis-obyavili-o-vossoedinenii/,0,0,1724770772,0.5
51173,"Баста рассказал о новом рэп-кор проекте, отношении к славе и отцовстве","null","Рэпер дал большое честное интервью.",https://kudago.com/all/news/basta-rasskazal-o-novom-rep-kor/,0,0,1724769790,0.5
51171,"Медвежонок выбежал на трассу М-11 и создал пробку","null","Водители терпеливо ждали, пока косолапый набегается.",https://kudago.com/all/news/medvezhonok-vyibezhal-na-trassu/,0,0,1724769501,0.5
51169,"Вышел трейлер второй части четвертого сезона «Эмили в Париже»","null","Премьера состоится в начале осени.",https://kudago.com/all/news/trejler-vtoroj-chasti-4-sezona-emili-v-parizhe/,0,0,1724766074,0.5
51168,"Опубликован топ-10 российских мелодрам","null","Специалисты проанализировали отзывы зрителей и экспертов.",https://kudago.com/all/news/top-10-luchshih-rossijskih-melodram/,0,0,1724763192,0.5
